OrderID,Region,Product,Sales,Quantity
101,north,laptop,1.3042542631545315,0.18881372801234023
102,south,mobile,-0.5614339543380433,1.7937304161172327
103,east,tablet,1.8325986292031305e-16,-7.771561172376095e-17
104,west,laptop,1.6152022994032942,-1.4161029600925519
105,north,mobile,-0.6236235615877959,0.18881372801234023
112,west,tablet,-0.8723819905868059,0.18881372801234023
106,south,tablet,-0.9345715978365584,0.18881372801234023
107,east,laptop,1.4908230849037891,-1.4161029600925519
108,west,mobile,-0.4992443470882909,1.7937304161172327
109,north,tablet,-1.0278560087111872,0.18881372801234023
110,south,laptop,1.8325986292031305e-16,-1.4161029600925519
111,east,mobile,-0.6858131688375484,0.18881372801234023
113,north,laptop,1.3042542631545315,0.18881372801234023
114,south,mobile,-0.5614339543380433,1.7937304161172327
115,east,tablet,-0.9967612050863108,0.18881372801234023
116,west,laptop,1.6152022994032942,-1.4161029600925519
117,north,mobile,-0.6236235615877959,-7.771561172376095e-17
118,south,tablet,-0.9345715978365584,0.18881372801234023
119,east,laptop,1.4908230849037891,-1.4161029600925519
120,west,mobile,-0.4992443470882909,-7.771561172376095e-17
